"","title","hit","url_val","contentlist"
"80","권영진 '4·15총선 직후 생계자금 지급…정치적 고려 아니다'","2558","https://www.clien.net/service/board/park/14746923?od=T31&po=2&category=&groupCd=community","      권영진 대구시장은 23일 신종 코로나바이러스 감염증(코로나19) 피해 지원을 위한 긴급생계자금을 4·15총선 직후인 16일에 지급하기로 한 것에 대해 ""정치적 상황을 고려한 것은 아니다""라고 못 박았다.   https://n.news.naver.com/article/003/0009771667      드러운놈 고려했구나 ㅋㅋㅋㅋㅋ   "
"81","[보도] 정부 공직기강비서관, 문체-중기-환경부 차관 인선 발표","1373","https://www.clien.net/service/board/park/14746921?od=T31&po=2&category=&groupCd=community","      최강욱 비서관 후임이 정해졌군요.   중기부는 또 산자부에서 인력 땡겨오네 저러면 스타트업 쪽은 또 방치될텐데.         "
"82","일본에 있는 가족이 아프다네요","2808","https://www.clien.net/service/board/park/14746920?od=T31&po=2&category=&groupCd=community","      두통과 설사증상이 있어서 병원에 갔대요. 의사한테 코로나 아닐까 하고 물으니 그건 아무도 알 수 없고 증상이 장염에 가까우니 장염약을 처방해 주겠다고 해서 받아왔대요.   일본에서 오랫동안 직장을 다니고 생활터전이 그곳이니 회사 때려치고 들어오라고 할 수도 없고 답답하네요.   "
"83","극심한 두통과 어지럼증으로 조퇴ㅜㅜ","2218","https://www.clien.net/service/board/park/14746917?od=T31&po=2&category=&groupCd=community","      아무래도 범인은 혈압인것 같은데 말이죠      뒷머리가 멍하면서 현기증이 몰려옵니다 ㅠㅜ      이석증이란 것도 의심을 해보는 중이긴 한데         스트레스 밀려올때 이런거 보면 혈압 빼박 같아요 ㅠㅜ      어린이 대공원 다람쥐 차 십분은 탄 느낌입니다      "
"84","국뽕 차오르는 미국인과의 대화","3843","https://www.clien.net/service/board/park/14746916?od=T31&po=2&category=&groupCd=community","      사촌 동생이 미국에서 태어나고 자란 한국계 미국인입니다.      한국산 게임과 기생충 외엔 딱히 한국엔 큰 관심이 없는 평범한(?) 미국인인데요,      미국에서도 코로나가 난리인 거 같아서 잘 지내는지 궁금해 근황 토크를 하던 중 국뽕 차오르는 얘기를 몇번씩 하네요.      평소에 한국 방송은 전혀 안 보는 녀석인데 이런 정보를 알고 있는 거 보면      확실히 미국내에서도 한국의 뛰어난 코로나 대응 능력에 대해 많이 언급하고 있는 거 같네요.               "
"85","이사와 도배, 어떻게 하는게 좋을까요?","76","https://www.clien.net/service/board/kin/14746914?od=T31&po=2&category=&groupCd=community","             5월에 이사를 하기로 하고 날짜와 계약을 다 마친상태입니다.   이사갈 집이 도배가 마음에 안들어서 도배를 다시 하기로 생각했는데,   집 주인이 제 돈으로 전 세입자에게 지급을 할 예정이라고 해서   이사 당일 전 세입자가 오전에 나가고 제가 오후에 들어가게 됩니다.      1) 이런 경우 당일 도배(천장포함)이 가능할까요?   2) 아니면 지금 사는 집주인에게 하루 정도 늦게 나간다고 하고,   미리 보증금을 받아서 이사갈 집 주인에게 보낸 후에 도배를 하고   다음날에 짐을 옮기는게 좋을까요? (일단 집주인이 해줄지는 물어봐야합니다)   3) 그것도 아니면 일단 짐을 옮기고 다 풀지 않은 채로 다음날 도배를 할까요?      어떤 경우가 더 현명할까요.. 이사가 처음이라 조언 부탁드립니다.         "
"86","일부가 생각하는 로드 시벌의 이미지","1542","https://www.clien.net/service/board/park/14746913?od=T31&po=2&category=&groupCd=community","      박원순 서울 시장은 주말에 예배를 강행한 교회 가운데 현장 감독을 나온 공무원에게 욕설과 폭언을 한 전광훈 목사의 성북구 사랑제일교회에 대해 집회 금지 행정명령을 발동한다고 23일 밝혔다.      박 시장은 “3월23일부터 4월5일까지 사랑제일교회의 집회를 금지한다. 이를 위반하면 감염병예방법 80조에 따라 참여한 개개인에 300만원 이하 벌금과 확진자 발생 시 치료비와 방역비를 청구드린다”고 경고했다.      일부 : 악마다!!!!   "
"87","폰허브에서 자제 요청 받은 수치 플레이 영상","3010","https://www.clien.net/service/board/park/14746912?od=T31&po=2&category=&groupCd=community","            브라질이 독일에게 1:7로 패배했을 당시      수치플레이 영상에 너무 많이 올라와서 자제를 요청...      "
"88","당분간 활동을 열심히 해야겠습니다..","622","https://www.clien.net/service/board/park/14746911?od=T31&po=2&category=&groupCd=community","      .. 야X왕 같은 이상한 루머에 휘말린 저라서..      활동 뜸하면 N번방으로 잡혀갔다고 소문날까봐 ..      .. 활동을 접을수가 없습니다.      저는 결백합니다. \(ㅇㅁㅇ)/ 그돈이면 차라리 외장하드 두개를 샀.. 아.. 아닙니다.      암튼 \(ㅇㅁㅇ)/ 전 결백합니다.   "
"89","그러고보니 도쿄올림픽 티케팅을 인터파크에서 수주했는데","962","https://www.clien.net/service/board/park/14746909?od=T31&po=2&category=&groupCd=community","      골치아파지겠네요 ㅎㄷㄷㄷ      "
"90","일본, '드라이브 스루' 포착 한국에 사과","4723","https://www.clien.net/service/board/park/14746905?od=T31&po=2&category=&groupCd=community","                   "
"91","일본, '드라이브 스루' 포착 한국에 사과","4733","https://www.clien.net/service/board/park/14746905?od=T31&po=3&category=&groupCd=community","                   "
"92","유니클로로부터 인정받은 것 같아 기분이 좋네요","2126","https://www.clien.net/service/board/park/14746903?od=T31&po=3&category=&groupCd=community","         감사합니다 ^^   "
"93","집근처에 재미있는 음식점이 생겼네요","1766","https://www.clien.net/service/board/park/14746902?od=T31&po=3&category=&groupCd=community","         미국식 브런치 메뉴만 있는ㅋㅋ   요런 테마 괜찮네요.   "
"94","일본은 뭔가 금융정책의 테스트 베드인가하는 생각이..","683","https://www.clien.net/service/board/park/14746901?od=T31&po=3&category=&groupCd=community","         일본 중앙은행이 윤전기 돌려서 계속 일본 주식 etf 사는거 보면 참..... 10년전부터 계속 사더니      이제는 연간 12조엔 매수한다고..      뭔가 MMT의 초입느낌이고 미국을 대신해 MMT를 실험하는건가 하는 의구심이 드네요..      (물론 일본 은행 총재인 구로다는 그간 발언에서는 MMT에 대해서 부정하는 태도를 취하긴 했지만요.. 아무리 봐도.. MMT 실험하는 느낌)      그리고보면 양적완화(QE)라는 것도 일본이 선빵으로 제일 먼저한 역사가 있고요..      MMT 체제되면 하드 커런시 아닌 국가들은 개박살 날텐데..   "
"95","문재인 대통령을 지지합니다 (예배관련 조치 포함)","911","https://www.clien.net/service/board/park/14746899?od=T31&po=3&category=&groupCd=community","      장로님 세 분이 저보고 이제 예배 드려도 된다는 헛소리를 하시   길래 장로님 우리교회가 문을 열면 장로님 손주손녀는 물론이고   남의 집 귀한 자식 가장 엄마 다 죽이는 거에요 하니 잠잠..      물론 당회실은 시끄러운 소리가 나긴 했지만요      그리고 헌금이요? 한국교회는 없으면 없는대로가 루틴이 된 곳 중 하나입니다 벌써 제 사례비는 안나왔지만(ㅡㅡ; 여보 미안)      제 사례비로 파트 전도사님 세분 사례비는 드렸고 담임목사님과 저는 기다리는 중이긴 하지만; 그닥 생계에 위험은 느끼지 않습니다      헌금 운운은 그냥 저열한 조롱이죠   니네따위가 종교냐 너 따위가 목사냐 이정도의;;      니네 이런 놈들이잖아 이런 소리 듣게 한건 선배 목사들   영향도 있으니 뭐라는 안하겠습니다만      예배 강행하는 교회와 목사는그냥 생각이 없는거다   이렇게 생각하시면 될 듯 합니다      그리고 구청직원 어제 오셨는데 담임목사님 설교   제가 녹화, 반주는 반주기가 하는거 보고 대단하다 하시며   가셨습니다      수고 많으십니다 하고 보내드렸습니다만 생각없이   행동하는 교회 때문에 쉬지도 못하는거 보니 너무 죄송스럽더군요      뭐 그랬다고요   "
"96","서울시 열일하네요(개꿀득템)","3338","https://www.clien.net/service/board/park/14746898?od=T31&po=3&category=&groupCd=community","      지하철에서 방금 받았어요:)   기부니가 좋네여!      서울시 착한마스크 캠페인   매주 월수금 3-5시   주요지하철역 100여곳에서   면마스크와 손소독제 증정!      일회용미세먼지마스크 기부도 받는다고 해요!      "
"97","내기에서 100% 이기는 사람있다고 들어보셨어요??","728","https://www.clien.net/service/board/park/14746897?od=T31&po=3&category=&groupCd=community","      다윈이라고....                                                                             다 win                                                                                          zzzzzzzzzzz      "
"98","노바티스, 밀란, 테바 클로로퀸 무상제공","1289","https://www.clien.net/service/board/park/14746895?od=T31&po=3&category=&groupCd=community","      일단 이 약으로...   그리고 확실한 약이 빨리 개발되길 기도합니다...   "
"99","n번방, 박사방 가입자들도 사법처리해야죠","989","https://www.clien.net/service/board/park/14746894?od=T31&po=3&category=&groupCd=community","      저는 기사 안보고 그냥 텔레그램 공유방인줄 알았는데   돈 받고 가입시켜주는 유료회원제였더군요      더구나 사진인증까지 해야 가입가능하고 가입비도 수십에서 천만원대까지...      이정도면 그냥 가입자가 아니라 적극적 참여자고 사실상 운영비를 대준 개념이죠.      약식기소하지 말고 전원 엄벌에 쳐해야 합니다.   "
"100","2020 올림픽이 연기되려나 보네요.","1286","https://www.clien.net/service/board/park/14746893?od=T31&po=3&category=&groupCd=community","      얼마전 G7 에서 그렇게 올림픽 속행을 지지받았다고 떠들더니...      오늘부터 갑자기 ""완벽한 형태의 올림픽"" 운운하면서 연기를 검토한다고 합니다.      이런 프로파간다 (완벽한 운운) 가 2020년 일본에 먹힌다는 사실이 우습네요.      아베의 지지율은 굳건합니다.      힘내라.. 아베찡...   "
"101","중지다중지 vs 연기하고 중지","873","https://www.clien.net/service/board/park/14746892?od=T31&po=3&category=&groupCd=community","      어떤게 더 일본에게 더 큰 타격일까요      산술적으로 봐도      연기를 하더라도 유치를 유지하기 위한 비용이 꾸준히 나가기 때문에      연기를 했다가 중지하는게 더 손해가 커보이는데 말이죠.      거기다가 연기를 그냥 할수 있는게 아니라 다른 일정하고 협의가 필요할테니...(로비비용+)         쿠쿠 이거 꿀잼이군요      지금 당장 죽을래 천천히 더 아프게 죽을래 선택해라 느낌입니다   "
"102","'한국서 배우자..코로나 병상부족 어떻게 극복했나'-WSJ","2543","https://www.clien.net/service/board/park/14746890?od=T31&po=3&category=&groupCd=community","      한국 정부가 신종 코로나바이러스 감염증(코로나19) 사태와 관련, 중증환자 및 고령층 치료에 집중해 병상 부족 문제를 빠르게 해결했다는 외신 보도가 나왔다.      미국 월스트리트저널(WSJ)은 22일(현지시간) 코로나19 확진자가 3만명을 넘어선 미국이 심각한 인공호흡기 및 병상 부족을 겪고 있다며 그 해결책으로 한국의 확진자 분류 체계와 의료시스템에 주목했다.      ◇ 한국 치명률 1.17%…독일 제외 세계 최저 수준 :      한국에서는 지금까지 총 8897명이 바이러스에 감염돼 104명이 사망했다. 누적 확진자 수 대비 누적 사망자 수를 나타내는 치명률은 1.17%로 독일을 제외하곤 세계에서 가장 낮은 수준이다.      WSJ은 한국의 상황에 대해 ""병상을 기다리는 동안 숨진 사람은 5명에 불과하다. 심각한 증상을 보이는 사람은 모두 지금 병원에 입원해 있다. 또한 의사나 간호사가 코로나19에 걸려 사망한 사례는 아직 한 건도 없다""고 전했다.      WSJ은 그 이유로 세계 평균을 훌쩍 웃도는 1인당 병상 수와 코로나19 확진자를 네 가지로 분류한 방식, 그리고 정부 주도로 일원화된 의료보험 체계를 들었다.      ◇ 한국 1인당 병상 수 OECD 평균 3배 :      우선 2017년 기준 한국 병원의 병상 수는 인구 1000명당 12.3개로 경제협력개발기구(OECD) 평균(4.7개)의 3배에 달한다. 반면 미국의 경우 1000명당 3개도 안 되는 수준이다.      가장 위중하거나 고령층만 병원에 입원시킨 것도 사태를 반전시키는 데 도움이 됐다. 미국과 비교해 한국은 1000명당 병상 수가 4배 이상이지만, 2월 말 감염자 수가 폭증하자 밀려드는 환자를 감당할 수 없었다.      ◇ 확진자 4가지로 분류…중증 이상만 입원시켜 :      보건당국은 이를 해결하기 위해 3월1일부터 모든 코로나19 확진자를 병원에 입원시키는 것을 중단했다.      대신 대한의사협회의 도움을 받아 Δ무증상 Δ가벼운 증상 Δ심각한 증상 Δ위중 환자로 나눠, 심각 이상(열 37.8도 이상·호흡곤란·50세 이상)만 병원에 갈 수 있도록 했다.      이는 코로나19 발병지인 중국 후베이성 우한에서 택했던 방식으로, 조사 결과 확진자 중 약 20%만 심각 혹은 위중 증상을 보였다. 한국 정부는 이중에서도 10%의 환자만 중환자실에서 24시간 치료를 받게 했고, 치사율을 낮출 수 있었다고 WSJ은 설명했다.      증상이 가볍거나 50대 이하의 환자들은 퇴원시켜 삼성생명이나 LG디스플레이 등 대기업들이 제공한 수용시설에서 생활하도록 했다.      그러자 병상 부족 문제는 빠르게 해결됐다. 3월8일만 해도 대구 전체 환자의 약 40%에 해당하는 2200여명이 병상을 기다리고 있었지만, 2주 후 그 숫자는 124명으로 줄었다.      ◇ 단일 건강보험 체계, 코로나19 확산 막아 :      정부 주도의 단일한 의료시스템도 한국 전체로의 코로나19 확산을 막았다고 WSJ은 전했다. 민간회사가 의료보험을 운영하는 미국과 달리 일원화된 건강보험 체계가 대규모 검사를 가능하게 했고, 이는 대구 이외 지역 코로나19 발병을 억제해, 바이러스 확산 속도를 늦췄다는 분석이다.      의료물자 부족 문제를 해결하는 데는 의료진들의 희생도 한몫했다. 보호복과 마스크, 고글 등이 부족했던 초기와 달리, 현재 한국에서는 정부가 제공한 장비로 7~10일 정도 버틸 수 있는 상황인 것으로 알려졌다.      이는 의사들과 간호사들이 세계보건기구(WHO) 권장 시간보다 훨씬 더 오래 마스크(8시간 이상)와 보호복(2시간 이상)을 착용하고 있기 때문이다. 다만 대한의사협회는 ""이상적인 상황은 아니다""라며, 의료진 감염 우려를 제기하기도 했다.      https://news.v.daum.net/v/20200323085911398      맨날 기레기들이 퍼다나르는 촬스 식의 내입맛대로 썩은 통계만 보다 이런 분석 기사를 읽으니 눈이 호강하고 심신이 정화되네요..      주모~ 여기 국뽕 한 상자 더 주시오~   "
"103","유플러스 알뜰폰에서 세븐모바일로 넘어왔습니다","772","https://www.clien.net/service/board/park/14746889?od=T31&po=3&category=&groupCd=community","      회사에서 유플이 제일 잘 터지기는 하는데   요즘 알뜰폰들 요금제는 죄다 번이나 신규에만 할인을 붙여서   3년 넘게 쓰던 회선인데 싸게 요금제를 업글하기가 어렵더라구요      그래서 걍 쿨하게 번호이동해서 넘어왔습니다      100기가 제공에 5Mbps 요금제라니   옛날에 데이터 1기가짜리 비싸다고 하던 시절이 기억나네요   "
"104","인터파크 크롬캐스트","1453","https://www.clien.net/service/board/park/14746888?od=T31&po=3&category=&groupCd=community","            온라인 취소도 안 되고, 고객센터도 연결이 안 돼서 문자 받은 번호로 문자를 보내놨더니 이렇게 오네요.      문자 수신이 안 되는 번호라고 하는데, 제 문자에 반응한 것 같은 건 순전히 기분탓이겠죠? -_-;;      "
"105","정부 '북미, 유럽만큼 위험하지않아…입국자 전수검사 검토안해' 이거 대체 뭐죠","1626","https://www.clien.net/service/board/park/14746886?od=T31&po=3&category=&groupCd=community","      https://www.yna.co.kr/view/AKR20200321035600017?input=tw   정부가 미국, 캐나다 등 북미에서의 신종 코로나바이러스 감염증(코로나19) 확산 위험이 아직 유럽 수준이 아니라고 판단, 북미발 입국자에 대한 전수 진단검사는 아직 검토하지 않았다고 밝혔다.      유럽만이 아니라 미국,캐나다 입국자들에서 확진자 나오고      https://www.cnbc.com/2020/03/22/new-york-state-has-more-coronavirus-cases-than-france-or-south-korea-as-infections-soar-to-15168.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter      인구 2천만인 뉴욕주 감염자가 프랑스를 넘은 상태인데      유럽발 입국자만 전원 검사   유럽발 내국인과 장기 체류 목적 외국인만 14일간 자가·시설 격리   국내취업비자 받은 격리 외국인에겐 45만4900원의 생활지원비와 하루 최대 1유급휴가비 13만원 지원   북,남미등 타대륙 외국인은 특별입국절차 없음, 단기체류는 전화확인      이건 그저 행정력,비용낭비상황인거죠      홍콩등지에선 해외거주하던 자국민도 입국시 자비로 14일격리시키는 상황입니다      지금 한국말고도 다른 아시아국가들도 해외거주 자국민으로 감염퍼지는 우려중인데      너무 낙관적으로 보는거 아닌가싶네요   "
"106","디스코드 “韓경찰에 자료 제공할 수 있다”…‘망명 메신저’ 수사 속도","3930","https://www.clien.net/service/board/park/14746885?od=T31&po=3&category=&groupCd=community","         모바일 메신저 텔레그램에서 미성년자 성착취 영상물을 공유한 ‘ n번방’과 ‘박사방’회원들이 수사망을 피해   또 다른 메신저인 디스코드로 옮겨 간 것으로 알려진 가운데, 이 업체가 “요청시 (수사)자료를 제공할 수 있다”는   입장을 한국 경찰에 전달한 것으로 23일 확인됐다.            수사 중인데도 포기 못하고 디스코드까지 들어간 애들은...   "
"107","일본 근황","2723","https://www.clien.net/service/board/park/14746883?od=T31&po=3&category=&groupCd=community","                           애널에이주의) 이틀전 보도   "
"108","삼전을 산다구요? 그건 썰물이 왔다고 바닷가에서 조개를 줍는 행위죠","2564","https://www.clien.net/service/board/park/14746882?od=T31&po=3&category=&groupCd=community","      반대로 쓰나미가 오는걸 아는 외국인들은 미친듯이 도망치고 있습니다.            "
"109","서울 PC방 근황.jpg","4843","https://www.clien.net/service/board/park/14746881?od=T31&po=3&category=&groupCd=community","      철없는 사람이네요. 평소에 쓰다가 PC방에서 벗고 -_-   접촉자 80명..그 사람들 가족도 검사해야 하고..      저 PC방은 이제 소문나서 영업 끝났네요. 방이동 먹자골목도 다녔답니다.               "
"110","조상님들께서 대마도하고 큐슈 정도는 점령해 주셨으면 얼마나 좋았을까요?","772","https://www.clien.net/service/board/park/14746880?od=T31&po=3&category=&groupCd=community","      7광구 관련 영상 보다가 답답해서 문득 그런 생각이 ㅋㅋ   그러면 일본의 근대화는 없었을테고(메이지 유신의 주역들이 이곳 출신)   국력이 그래도 괜찮았던 조선초기에 의지만 있었다면 가능했다고 봅니다. 왜구의 소굴이라 점령해야할 명분도 있었고 조선초기에는 그래도 부국강병이나 영토의식이 어느 정도 있었죠.   그 놈의 성리학만 아니었더라도...   "
"111","치앙마이는 코로나보다 무서운 것이 있습니다.","1701","https://www.clien.net/service/board/park/14746879?od=T31&po=3&category=&groupCd=community","      바로 미세먼지죠.      오늘 전 세계 1위를 찍었구요   저번 주도 종종 1위를 하더라구요.      분명 말씀드리지만      코로나보다 훨씬 위험하다고 생각합니다.(심지어 현지인들조차....)               "
"112","못생긴 사람이 자주 듣는 오해.txt","1423","https://www.clien.net/service/board/park/14746877?od=T31&po=3&category=&groupCd=community","      친구가 그러던데 본인은 가만히 온화한 표정으로 있다고 생각하지만 주변에서...      1. 화났니?      2. 어디 아프니?      그렇스빈다. 이런 말 자주 듣는다고 하더라구요.   "
"113","이러다가.. 삼전회장도 선관위에서...","864","https://www.clien.net/service/board/park/14746876?od=T31&po=3&category=&groupCd=community","      선거로 뽑겠습니다.      - 너도나도 삼전...      아니...      지금주가 싼게 아니라고..      - 모타서 아쉽지 삼전...      대드켓 바운스구만..      - 그래도 간드아~~~       아직 아니라고...      - 얼마에 탈건데...      3.5만정도?      - 너 퇴장...      ㅠ ㅠ      "
"114","갤럭시 배경화면 변경방식이 바뀐거같네요","761","https://www.clien.net/service/board/park/14746875?od=T31&po=3&category=&groupCd=community","         예전엔 개인이미지 지정이 바로 됬던거같은데   이제 배경화면 누르몈 갤럭시 테마 앱으로 연결되네요..      갤러리앱에서 선택해서 설정하는 방법뿐..      "
"115","동물의 숲 을 e스포츠 아나운서가 해설하는 영상...","2165","https://www.clien.net/service/board/park/14746874?od=T31&po=3&category=&groupCd=community","      https://twitter.com/kaicho_beda/status/1241592427208531968?s=20      일본 e스포츠 아나운서가 해설하는 장면 이라는데요...   그거보다...      벌집 건드리고 저렇게 피할 수 있다는게 더 놀라운데요...ㅎㄷㄷ      "
"116","캐나다와 호주가 도쿄 올림픽 불참을 선언했습니다","1465","https://www.clien.net/service/board/park/14746873?od=T31&po=3&category=&groupCd=community","         미국 수영연맹이나 영국 육상연맹 등에서 각 나라의 올림픽 위원회에 도쿄 올림픽을 연기해달라고 IOC에 요구하는 서한을 보냈습니다.      그런 와중에 캐나다와 호주에서는 도쿄 올림픽에 자국 선수를 출전시키지 않겠다고 밝혔습니다.   "
"117","'사실상 일본 도쿄 올림픽 연기된듯...한국현지업체, 본지에 공사중단 통보알려와","2838","https://www.clien.net/service/board/park/14746872?od=T31&po=3&category=&groupCd=community","      일본에서 도쿄올림픽 시설공사를 하는 한 한국 건설업체는 23일 본지로 전화해 ""일본당국이 오늘(23일)부터 공사를 하지 말것을 통지해왔다""고 밝혔다.      이 한국 건설업체는 인천에 본사를 두고 있으며, 오는 6월말까지 일본 도쿄시내 경기장및 일부 시설공사를 맡고 있다.      그는 ""전날 (22일)까지도 일본당국이 도쿄 올림픽이 정상적으로 개막될 것이라며 공사진행을 계속하라고 하더니, 이날 전격적으로 공사중단을 통보해왔다""고 말했다.                  대략 연기로 결정된 상태에서 아베가 이걸 어찌 포장해서 발표하나... 이것만 남은것 같습니다.   "
"118","HDC는 아시아나 인수후에 그야말로 다이빙중인데","1569","https://www.clien.net/service/board/park/14746871?od=T31&po=3&category=&groupCd=community","      ㅡㅡ; 이러다가 인수할 기업이 인수당하는 기업보다 쪼그라들겠어요.      그냥 둘다 망하게 생겼다는...      HDC는 어쩔라고 아시아나를   "
"119","알리익스프레스에서 주문 할 때 무조건 개인통관부호 필요한지요?","102","https://www.clien.net/service/board/kin/14746869?od=T31&po=3&category=&groupCd=community","       안녕하세요.   아까 알리에서 라이트닝케이블 몇개 주문을 했는데요.   주문을 마치고 나서 생각해 보니까   개인통관부호를 안적었네요?   일단 결제 완료 메일은 받았습니다만,   알리에서 주문할때 무조건 개인통관 부호 넣어야 하는가요?      배송주소 수정클릭 해서 봤는데   통관부호 넣는 란도 없네요.   "
"120","불매는 금연하고 비슷합니다","269","https://www.clien.net/service/board/park/14746868?od=T31&po=3&category=&groupCd=community","      1. 금연하는 사람 = 불매하는 사람   피(사)고싶은데 참는 사람이죠      2. 금연하는 사람 옆에서 맛있다고 하면서 피는 사람 = 불매제품 재미있다고 맛있다고 광고하는 사람   친구중에 꼭 이런 사람이 있어요 ㅜㅜ      3. 혼자서 조용히 즐기면서 피는 사람 =혼자 조용히 사서 즐기는 사람      3번은 전혀 문제될거없죠      2번같은 사람이 문제죠. 담배(불매회사)가 안좋은거 알면서도 다른 사람한테 영향주는거요   "
"121","[속보] 박원순 시장 “사랑제일교회 예배하면 신자에게 벌금 300만원","4355","https://www.clien.net/service/board/park/14746867?od=T31&po=4&category=&groupCd=community","      [헤럴드경제=한지숙 기자] 박원순 서울 시장은 주말에 예배를 강행한 교회 가운데 현장 감독을 나온 공무원에게 욕설과 폭언을 한 전광훈 목사의 성북구 사랑제일교회에 대해 집회 금지 행정명령을 발동한다고 23일 밝혔다.박 시장은 이 날 코로나19 정례브리핑에서 전날 예배를 강행한 교회에 대한 현장 지도에서 즉시 시정 조치하지 않은 곳이 딱 1곳 있었다며 전광훈 목사가 운영하는 사랑제일교회라고 공개했다.박 시장은 “전광훈 사랑제일교회에선 2000여명이 넘는 참석자가 밀집해 있었고, 심지어 마스크 조차 쓰지 않았고, 명단도 작성하지 않았다. 현장에서 즉각 시정 요청했지만, 현장 공무원에게 욕설과 폭언까지 쏟아냈다. 단호하게 대처할 수 밖에 없다”면서 방역수칙을 무시한 이 교회에 감염병예방법에 따라 집회금지 행정명령을 발동했음을 알렸다.박 시장은 “3월23일부터 4월5일까지 사랑제일교회의 집회를 금지한다. 이를 위반하면 감염병예방법 80조에 따라 참여한 개개인에 300만원 이하 벌금과 확진자 발생 시 치료비와 방역비를 청구드린다”고 경고했다.시는 사전 공표대로 지난 22일 시와 자치구 공무원 5224명을 투입해 주말 예배를 강행한다고 밝힌 교회 2209곳에 대한 실태조사를 벌였다. 현장에선 예배 중지 요청과 함께 예배 강행 시 7대 방역수칙 준수 여부를 점검했다. 2209곳 가운데 103곳이 온라인 예배로 전환했고, 282곳에서 384개의 7대 예방수칙을 이행하지 않은 사항을 적발했다. 발열체크, 신도 간 거리유지, 명단작성, 손소독제 비치 등 위반이 총 384건 적발됐으며, 이 중 383건은 현장에서 지도해 교회 측이 즉시 시정 조치했다. 하지만 전광훈 사랑제일교회 1곳은 그렇게 하지 않았다.박 시장은 “사랑제일교회에 대해 극단적 조치를 취한 것은 종교의 자유와는 아무런 관계가 없다. 시는 종교 자유에 대해 최대한 협력하고 존중해 왔다. 사랑제일교회는 시민 안전을 침해하는 중대한 일이기 때문에 이런 조치를 취할 수 밖에 없음을 종교계에서도 충분히 납득해줄 것이라고 생각한다”고 덧붙였다.서울시는 민간 생활체육시설에 대해서도 사전 점검 결과 57.5%가 운영 중이란 사실을 확인하고, 요가, 필라테스, 줌바 등 생활체육시설에 대해서 15일간 운영 중단을 권고하고, 불가피한 운영 시 방역지침을 준수하는 명령을 내리기로 했다. 또한 클럽이나 콜라텍에 대한 조사에선 61.3%가 자율 휴업한 결과를 확인하고, 보다 강력한 조치를 위한 노래방과PC방 등 다중이용시설에 대해 현장점검을 실시해 운영 중단 권고와 방역지침을 전달할 예정이다. 학원연합회가 개원 입장을 피력해옴에 따라 시내 학원 2만여곳에 15일 간 운영 중단을 촉구했다.한편 시는 신규 확진자 가운데 해외 접촉 감염이 꾸준히 증가세를 보임에 따라 정부에 유럽 뿐 아니라 미국과 필리핀 입국자 명단을 23일부터 2주전 것까지 소급해 요청, 자가 격리를 확대할 예정이다. 해외 입국자 중 확진자 123명 가운데 50명이 서울 거주자로, 서울시는 타 지역 보다 확실한 지역사회 감염 차단 조치가 시급한 상황이다.박 시장은 또한 해외유입 확진자 증가세에 대비해 유증상자 수용을 위해 병상 1220개를 확보했으며, 이 가운데 229개가 사용 중이고 잔여는 729개로, 실사용률은 29%에 머물러 있다고 공개했다.      출처 :https://n.news.naver.com/article/016/0001652266   "
"122","디스코드 '경찰 요청 시 '박사방' 자료 제공'…'적극 수사 중'","1211","https://www.clien.net/service/board/park/14746866?od=T31&po=4&category=&groupCd=community","      게임 전용 메신저인 '디스코드'가 텔레그램에서 유출된 성착취 영상과 관련해 수사 요청 시 자료를 제공하겠다고 밝혔다.민갑룡 경찰청장은 23일 서면 기자간담회 답변을 통해 ""디스코드가 관련 절차에 따라 요청 시 자료를 제공할 수 있다는 입장이라고 전해왔다""고 말했다.경찰은 자체 모니터링 등을 통해 '디스코드' 이용 아동성착취물 및 불법음란물 유통 사례를 확인, 수사 중이다. 경찰은 지난 19일 여성단체로부터도 여러 제보를 접수받아 분석 중이라고 전했다.   -----   최근 온라인 커뮤니티 등에 따르면 텔레그램 'n번방' '박사방' 등의 성착취 영상이 이용자들을 통해 디스코드 등 다른 메신저로 옮겨간 정황이 포착되고 있다.   -----   한편 서울지방경찰청은 24일 신상정보공개 심의위원회'를 열고 텔레그램 박사방 운영자인 '박사' 조씨의 신상공개 여부에 대해 결정할 방침이다. 조씨의 신상공개가 결정되면 성폭력처벌에 관한 특례법 상 제25조에 따른 최초의 신상공개 사례가 된다.   .   .   .   디코까지 병합해서 쓰고 있었군요      ??? : '해외 게임 메신저라 안전할 거임'   디코 : '요청시 자료를 제공하겠다'   "
"123","마스크 쓰면서 좋은점&amp;나쁜점","1032","https://www.clien.net/service/board/park/14746865?od=T31&po=4&category=&groupCd=community","      마스크 써서 좋은점      1. 잘생겨 보인다   2. 턱수염을 안밀어도 된다         마스크 써서 나쁜점      1. 얼굴이 커서 두어시간 쓰면 두통이 밀려온다         이상입니다.      오징어가 잘생겨보여봤자 오징어죠   "
"124","인생을 바꾼 아이폰.jpg","5144","https://www.clien.net/service/board/park/14746864?od=T31&po=4&category=&groupCd=community","         ...      "
